Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SEA1NS,2017.09,99319,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,,
BDCQ.SEA1NS,2017.12,98783,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,,
BDCQ.SEA1NS,2018.03,100927,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,,
BDCQ.SEA1NS,2018.06,100990,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,,
BDCQ.SEA1NS,2018.09,98968,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,,
BDCQ.SEA1NS,2018.12,100059,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,,
BDCQ.SEA1NS,2019.03,100996,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,,
BDCQ.SEA1NS,2019.06,99989,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,,
BDCQ.SEA1NS,2019.09,101066,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,,
BDCQ.SEA1NS,2019.12,101176,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,,
BDCQ.SEA1NS,2020.03,100540,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,,
BDCQ.SEA1NS,2020.06,99034,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,,
BDCQ.SEA1NS,2020.09,97128,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,,
BDCQ.SEA1NS,2020.12,94135,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,,
BDCQ.SEA1NS,2021.03,91430,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,,
BDCQ.SEA1NT,2011.06,78572,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2011.09,78504,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2011.12,78091,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2012.03,77674,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2012.06,77910,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2012.09,78069,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2012.12,77846,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2013.03,78187,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2013.06,79397,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2013.09,80557,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2013.12,81247,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2014.03,81727,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2014.06,82350,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2014.09,84057,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2014.12,86507,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2015.03,87601,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2015.06,87504,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2015.09,87966,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2015.12,89336,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2016.03,90874,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2016.06,92348,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2016.09,93874,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2016.12,94659,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2017.03,95561,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2017.06,97478,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2017.09,98936,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2017.12,99479,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2018.03,100578,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2018.06,100608,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2018.09,99590,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2018.12,99951,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2019.03,100569,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2019.06,100509,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2019.09,100825,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2019.12,101201,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2020.03,100521,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2020.06,99018,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2020.09,96787,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2020.12,94047,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1NT,2021.03,91666,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,,
BDCQ.SEA1OA,2011.06,103160,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2011.09,102008,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2011.12,107257,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2012.03,103556,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2012.06,103524,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2012.09,103418,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2012.12,106386,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2013.03,107210,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2013.06,107628,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2013.09,108445,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2013.12,109492,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2014.03,110338,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2014.06,110256,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2014.09,115195,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2014.12,113128,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2015.03,112912,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2015.06,112617,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2015.09,112333,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2015.12,113739,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2016.03,115181,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2016.06,115009,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2016.09,115074,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2016.12,116151,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2017.03,117336,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2017.06,117498,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2017.09,119675,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2017.12,120847,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2018.03,120488,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2018.06,122401,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2018.09,123011,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2018.12,125635,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2019.03,131719,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2019.06,133510,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2019.09,134700,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2019.12,138194,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2020.03,139917,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2020.06,140254,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2020.09,142520,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2020.12,151679,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OA,2021.03,145971,,P,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Actual,,
BDCQ.SEA1OS,2011.06,103281,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2011.09,102550,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2011.12,106620,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2012.03,103513,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2012.06,103646,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2012.09,103926,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2012.12,105815,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2013.03,107140,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2013.06,107771,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2013.09,108884,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2013.12,109043,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2014.03,110191,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2014.06,110440,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2014.09,115547,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2014.12,112805,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2015.03,112717,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2015.06,112794,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2015.09,112597,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2015.12,113582,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2016.03,114889,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2016.06,115144,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2016.09,115384,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2016.12,116066,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2017.03,116953,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2017.06,117571,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2017.09,120134,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2017.12,120766,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2018.03,119985,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2018.06,122470,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2018.09,123616,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2018.12,125486,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2019.03,131136,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2019.06,133557,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2019.09,135472,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2019.12,137998,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2020.03,139260,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2020.06,140267,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2020.09,143415,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2020.12,151461,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OS,2021.03,145225,,P,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Seasonally adjusted,,
BDCQ.SEA1OT,2011.06,102940,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2011.09,103115,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2011.12,103467,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2012.03,103691,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2012.06,103513,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2012.09,104193,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2012.12,105665,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2013.03,107044,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2013.06,107963,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2013.09,108636,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2013.12,109230,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2014.03,110174,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2014.06,111846,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2014.09,112946,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2014.12,112995,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2015.03,112733,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2015.06,112655,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2015.09,112767,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2015.12,113620,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2016.03,114712,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2016.06,115187,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2016.09,115435,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2016.12,116084,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2017.03,116756,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2017.06,118018,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2017.09,119812,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2017.12,120461,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2018.03,120667,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2018.06,121968,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2018.09,123594,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2018.12,126322,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2019.03,130472,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2019.06,133662,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2019.09,135692,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2019.12,137786,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2020.03,139158,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2020.06,140546,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2020.09,143569,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2020.12,146664,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1OT,2021.03,148928,,P,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Public Administration and Safety,Trend,,
BDCQ.SEA1PA,2011.06,177012,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2011.09,178828,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2011.12,176117,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2012.03,150776,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2012.06,178224,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2012.09,177101,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2012.12,174052,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2013.03,152256,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2013.06,179436,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2013.09,179945,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
BDCQ.SEA1PA,2013.12,177138,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Education and Training,Actual,,
